date;department;category;region;budget_amount;actual_amount;payment_method;transaction_id
5/9/2023;Operations;Travel;South;137776;156982;Card;TXN100403
31/1/2022;Operations;Travel;South;42844;164002;Cash;TXN100430
15/11/2023;Finance;Travel;South;94118;142377;Bank Transfer;TXN100431
26/5/2022;IT;Travel;South;83387;129212;UPI;TXN100457
23/2/2023;Finance;Travel;South;11942;119169;Bank Transfer;TXN100498
25/1/2022;Finance;Travel;South;79474;66465;Card;TXN100521
4/4/2023;IT;Travel;South;111856;142328;Bank Transfer;TXN100527
26/10/2023;IT;Travel;South;34437;49939;Cash;TXN100530
1/1/2021;Marketing;Travel;South;37493;70553;UPI;TXN100557
11/3/2022;Finance;Travel;South;124954;162685;Bank Transfer;TXN100585
6/2/2022;IT;Travel;South;10584;105333;Card;TXN100778
29/7/2022;Finance;Travel;South;119318;127589;Cash;TXN100784
23/4/2022;Operations;Travel;South;129756;16770;UPI;TXN100799
18/2/2023;Operations;Travel;South;69383;116434;Cash;TXN100854
29/4/2023;Marketing;Travel;South;20497;53191;Card;TXN100894
13/7/2021;IT;Travel;South;79939;117885;Card;TXN100917
9/11/2021;IT;Travel;South;107222;67132;Bank Transfer;TXN100932
29/1/2021;Operations;Travel;South;43444;66983;Bank Transfer;TXN100990
17/10/2023;Operations;Travel;South;112821;124160;Bank Transfer;TXN101018
16/8/2023;Marketing;Travel;South;67042;71239;Card;TXN101037
4/5/2022;IT;Travel;South;147479;168420;Bank Transfer;TXN101071
17/5/2021;Marketing;Travel;South;104827;10864;Cash;TXN101082
22/8/2023;IT;Travel;South;126685;51491;Card;TXN101146
5/10/2023;IT;Travel;South;25660;139032;Bank Transfer;TXN101245
9/8/2022;Finance;Travel;South;13340;124336;Card;TXN101248
1/12/2021;IT;Travel;South;148111;118069;UPI;TXN101251
17/5/2023;IT;Travel;South;145664;161432;Bank Transfer;TXN101448
20/10/2021;Finance;Travel;South;136464;52373;UPI;TXN101458
19/12/2023;Finance;Travel;South;24538;95991;Cash;TXN101506
31/5/2021;Operations;Travel;South;67281;143743;Bank Transfer;TXN101521
3/3/2022;IT;Travel;South;15318;39474;Card;TXN101534
30/10/2021;IT;Travel;South;40544;66711;Cash;TXN101536
9/12/2021;Marketing;Travel;South;95567;71698;Bank Transfer;TXN101593
13/10/2021;IT;Travel;South;41901;51200;UPI;TXN101736
31/1/2023;Finance;Travel;South;126434;91125;Cash;TXN101753
28/4/2022;Operations;Travel;South;115111;108661;Bank Transfer;TXN101791
25/4/2023;IT;Travel;South;31277;169961;Card;TXN101912
11/6/2023;IT;Travel;South;46902;84585;Cash;TXN101956
10/5/2023;Finance;Travel;South;77052;162812;Cash;TXN101991
3/11/2022;IT;Travel;South;131159;153164;UPI;TXN102151
21/1/2021;Marketing;Travel;South;40408;166734;Bank Transfer;TXN102159
9/10/2023;Marketing;Travel;South;101909;112182;UPI;TXN102226
26/8/2021;Finance;Travel;South;100297;136592;Card;TXN102245
28/6/2022;Marketing;Travel;South;108582;24740;UPI;TXN102270
11/8/2023;Operations;Travel;South;132011;21553;Bank Transfer;TXN102306
4/9/2022;IT;Travel;South;130050;73601;Cash;TXN102350
4/9/2023;IT;Travel;South;134439;13971;Card;TXN102406
2/8/2021;Finance;Travel;South;82381;32620;UPI;TXN102437
19/9/2021;IT;Travel;South;36187;24199;UPI;TXN102440
10/10/2021;Operations;Travel;South;20729;37029;Bank Transfer;TXN102442
17/1/2022;Finance;Travel;South;100896;97388;Card;TXN102464
28/11/2021;Marketing;Travel;South;130119;88693;Cash;TXN102499
31/5/2023;Marketing;Travel;South;100808;150440;Cash;TXN102551
18/9/2023;IT;Travel;South;110361;34021;Bank Transfer;TXN102751
30/10/2022;Operations;Travel;South;83711;158104;Bank Transfer;TXN102760
18/7/2023;Operations;Travel;South;36156;15536;Cash;TXN102776
6/6/2021;Marketing;Travel;South;79656;72129;Cash;TXN102876
1/4/2022;IT;Travel;South;91410;73783;Card;TXN102895
4/8/2021;Finance;Travel;South;93053;75999;UPI;TXN102902
29/10/2021;IT;Travel;South;72289;103068;Cash;TXN102922
8/6/2023;Operations;Travel;South;18897;169899;Bank Transfer;TXN102978
16/11/2022;Operations;Travel;South;126408;118238;Cash;TXN102994
24/2/2022;Operations;Travel;South;105551;18394;Bank Transfer;TXN103067
25/7/2021;Marketing;Travel;South;141307;96442;Cash;TXN103073
19/5/2022;Operations;Travel;South;75587;100388;Cash;TXN103076
5/12/2021;Operations;Travel;South;15025;14620;Card;TXN103139
2/1/2022;Finance;Travel;South;72521;94726;Bank Transfer;TXN103260
12/10/2023;Finance;Travel;South;14934;125333;Card;TXN103297
9/5/2022;Marketing;Travel;South;29471;79655;Cash;TXN103300
9/2/2023;Operations;Travel;South;48946;81061;Card;TXN103312
14/7/2021;Operations;Travel;South;103753;66230;Cash;TXN103422
21/5/2021;Operations;Travel;South;147906;54567;Card;TXN103428
18/6/2022;IT;Travel;South;110018;124889;UPI;TXN103478
9/8/2021;IT;Travel;South;84223;21185;UPI;TXN103495
1/1/2022;Finance;Travel;South;79311;27615;Cash;TXN103590
15/8/2023;IT;Travel;South;67036;168864;Bank Transfer;TXN103600
10/12/2022;Marketing;Travel;South;137075;115975;Card;TXN103627
10/4/2022;Operations;Travel;South;104071;75163;UPI;TXN103712
5/4/2023;Finance;Travel;South;60460;123933;Card;TXN103714
3/8/2023;IT;Travel;South;65590;13504;UPI;TXN103720
11/7/2021;Marketing;Travel;South;93663;146275;UPI;TXN103742
30/6/2021;Marketing;Travel;South;93981;16726;Card;TXN103769
8/9/2023;Finance;Travel;South;105896;62780;UPI;TXN103786
19/7/2022;IT;Travel;South;19319;141278;Bank Transfer;TXN103874
26/9/2021;Operations;Travel;South;43835;152090;UPI;TXN104057
26/10/2023;IT;Travel;South;97635;31362;Bank Transfer;TXN104067
20/6/2021;Marketing;Travel;South;101827;46320;Bank Transfer;TXN104127
29/4/2023;Marketing;Travel;South;144643;151071;Bank Transfer;TXN104147
7/7/2023;Operations;Travel;South;103116;84894;Cash;TXN104254
20/11/2023;Marketing;Travel;South;132098;28823;Cash;TXN104259
5/5/2022;Marketing;Travel;South;18450;157460;Cash;TXN104287
1/7/2021;IT;Travel;South;129264;150526;Card;TXN104325
13/4/2022;Marketing;Travel;South;106091;113429;Cash;TXN104340
5/2/2021;Finance;Travel;South;40279;109244;Cash;TXN104369
23/2/2021;Finance;Travel;South;127838;65626;UPI;TXN104422
24/9/2021;Operations;Travel;South;58343;34181;Cash;TXN104475
1/11/2021;IT;Travel;South;110968;50193;UPI;TXN104486
10/7/2023;Operations;Travel;South;50676;87494;Bank Transfer;TXN104496
9/6/2023;Finance;Travel;South;125269;50248;Card;TXN104609
23/11/2021;Marketing;Travel;South;15733;67992;Bank Transfer;TXN104632
23/4/2021;Finance;Travel;South;88601;145121;UPI;TXN104636
11/7/2022;Finance;Travel;South;130752;45996;Cash;TXN104683
17/7/2022;IT;Travel;South;45617;40737;Bank Transfer;TXN104686
11/10/2022;Finance;Travel;South;70430;56599;Card;TXN104735
5/1/2023;Marketing;Travel;South;58056;56934;Bank Transfer;TXN104826
3/7/2023;Finance;Travel;South;52882;140146;UPI;TXN104868
17/11/2022;IT;Travel;South;58573;106015;UPI;TXN104872
3/1/2021;Finance;Travel;South;72885;153164;Card;TXN104905
6/7/2023;Operations;Travel;South;21957;123796;UPI;TXN105019
4/4/2022;Finance;Travel;South;129144;86462;Card;TXN105035
23/11/2021;IT;Travel;South;31999;153964;UPI;TXN105074
26/1/2022;IT;Travel;South;142580;32729;Cash;TXN105095
25/2/2021;Finance;Travel;South;131625;87014;UPI;TXN105133
4/8/2021;Finance;Travel;South;103659;69018;Card;TXN105347
11/12/2023;IT;Travel;South;75853;52637;UPI;TXN105355
8/11/2023;Operations;Travel;South;130172;51553;Bank Transfer;TXN105364
30/10/2022;Finance;Travel;South;128323;134902;Cash;TXN105428
29/6/2022;Finance;Travel;South;104616;126703;Cash;TXN105498
28/2/2021;IT;Travel;South;64007;131728;Card;TXN105543
6/7/2022;IT;Travel;South;56461;156798;Card;TXN105642
20/6/2022;Marketing;Travel;South;123156;158800;Cash;TXN105777
19/4/2023;Operations;Travel;South;76334;150867;UPI;TXN105974
3/3/2021;Finance;Travel;South;54738;38717;Bank Transfer;TXN106122
12/9/2023;Finance;Travel;South;99060;138764;Card;TXN106131
25/9/2023;Operations;Travel;South;110190;61768;Bank Transfer;TXN106132
19/11/2023;IT;Travel;South;52411;132257;UPI;TXN106149
18/12/2021;Marketing;Travel;South;16600;105447;Bank Transfer;TXN106170
26/6/2022;Finance;Travel;South;48274;144197;Card;TXN106203
20/2/2023;Operations;Travel;South;20251;168911;Bank Transfer;TXN106267
14/3/2023;Marketing;Travel;South;106485;110014;Cash;TXN106271
2/8/2023;Finance;Travel;South;60711;120655;Card;TXN106293
21/10/2023;IT;Travel;South;58222;83422;UPI;TXN106322
20/8/2023;Finance;Travel;South;95038;11919;Card;TXN106333
22/1/2022;Marketing;Travel;South;115730;144414;Bank Transfer;TXN106380
4/8/2021;IT;Travel;South;136675;23745;Cash;TXN106385
4/3/2023;IT;Travel;South;135220;102577;UPI;TXN106633
12/11/2023;IT;Travel;South;82493;161432;Card;TXN106644
2/2/2023;IT;Travel;South;49534;82225;Card;TXN106648
15/7/2022;Marketing;Travel;South;22612;68914;Card;TXN106683
11/5/2023;Finance;Travel;South;12653;84531;Bank Transfer;TXN106795
6/2/2022;Marketing;Travel;South;137956;74045;Bank Transfer;TXN106804
30/8/2021;Marketing;Travel;South;24212;13501;Bank Transfer;TXN106838
25/8/2023;IT;Travel;South;94918;150331;Bank Transfer;TXN106901
6/6/2023;Finance;Travel;South;99464;117121;Card;TXN107012
8/5/2023;Finance;Travel;South;71594;17719;Cash;TXN107024
9/1/2023;Marketing;Travel;South;23408;108154;Cash;TXN107030
29/8/2022;Marketing;Travel;South;63916;128708;UPI;TXN107063
7/12/2022;Operations;Travel;South;46968;117811;Bank Transfer;TXN107082
7/2/2023;Marketing;Travel;South;57764;155253;Cash;TXN107343
26/3/2022;IT;Travel;South;37935;78814;Cash;TXN107366
25/11/2021;Marketing;Travel;South;146188;123066;Bank Transfer;TXN107428
14/12/2023;IT;Travel;South;74770;69905;Bank Transfer;TXN107519
31/12/2021;Operations;Travel;South;28773;118711;Bank Transfer;TXN107558
27/4/2022;Marketing;Travel;South;52760;85725;UPI;TXN107576
21/10/2022;IT;Travel;South;17245;131590;Bank Transfer;TXN107580
30/7/2021;IT;Travel;South;142578;110920;Card;TXN107632
14/9/2021;IT;Travel;South;146898;159435;UPI;TXN107733
27/4/2021;Marketing;Travel;South;26102;113909;Cash;TXN107784
17/2/2023;Finance;Travel;South;32091;131491;Card;TXN107858
27/11/2023;Finance;Travel;South;146146;11663;Cash;TXN108015
8/3/2021;Operations;Travel;South;22454;134347;Card;TXN108089
5/4/2021;IT;Travel;South;26495;60003;Bank Transfer;TXN108110
10/9/2023;Finance;Travel;South;65931;138963;UPI;TXN108133
18/1/2021;Operations;Travel;South;59899;131668;Card;TXN108268
20/12/2023;Marketing;Travel;South;59165;107354;Bank Transfer;TXN108308
15/8/2022;Marketing;Travel;South;45950;166337;UPI;TXN108316
29/11/2021;IT;Travel;South;31555;26618;Cash;TXN108367
9/4/2022;Operations;Travel;South;75192;117154;Cash;TXN108412
11/10/2023;Marketing;Travel;South;122257;169324;Cash;TXN108494
24/6/2021;Finance;Travel;South;125029;154848;UPI;TXN108545
13/6/2022;IT;Travel;South;20662;84303;UPI;TXN108561
20/11/2021;Finance;Travel;South;84496;130803;Bank Transfer;TXN108608
30/6/2021;IT;Travel;South;137684;151936;Cash;TXN108650
4/7/2023;Operations;Travel;South;90611;90828;UPI;TXN108663
9/1/2023;Marketing;Travel;South;53154;54716;Cash;TXN108717
6/2/2021;Marketing;Travel;South;125144;141048;Cash;TXN108788
18/4/2021;Finance;Travel;South;143581;165110;Cash;TXN108845
9/7/2023;IT;Travel;South;97010;11110;Bank Transfer;TXN108887
31/12/2022;Finance;Travel;South;131832;63574;UPI;TXN108996
29/5/2021;Operations;Travel;South;81118;78776;Card;TXN109195
3/8/2023;Operations;Travel;South;24111;105606;UPI;TXN109276
16/10/2021;Finance;Travel;South;66852;16622;UPI;TXN109378
30/10/2021;Finance;Travel;South;62449;108338;Bank Transfer;TXN109437
13/5/2021;Finance;Travel;South;144532;155131;Cash;TXN109508
25/5/2023;Operations;Travel;South;93987;16078;UPI;TXN109544
20/7/2021;Finance;Travel;South;101990;46787;Card;TXN109545
4/1/2022;IT;Travel;South;94756;129147;Cash;TXN109565
15/7/2023;Marketing;Travel;South;115593;153044;Cash;TXN109608
15/8/2022;Operations;Travel;South;144590;37805;Bank Transfer;TXN109635
9/3/2021;Finance;Travel;South;94445;102362;Cash;TXN109703
13/9/2022;Marketing;Travel;South;17358;35722;Cash;TXN109804
5/2/2021;IT;Travel;South;17282;106820;Cash;TXN109878
13/2/2021;Finance;Travel;South;26456;51027;Cash;TXN109881
11/4/2022;Marketing;Travel;South;141024;121344;UPI;TXN109886
16/8/2022;IT;Travel;South;24200;72636;Bank Transfer;TXN109923
26/7/2021;IT;Travel;South;92186;107585;UPI;TXN109927
3/2/2023;Marketing;Travel;South;54398;62653;Card;TXN109968
18/2/2021;Operations;Travel;South;97097;81004;UPI;TXN109986
26/10/2022;Sales;Travel;South;128299;65283;Card;TXN100138
17/5/2022;Sales;Travel;South;18104;149586;Cash;TXN100513
3/7/2021;Sales;Travel;South;97000;150483;Cash;TXN100606
24/2/2023;Sales;Travel;South;70943;117109;UPI;TXN100607
5/1/2021;Sales;Travel;South;19982;123274;Cash;TXN100770
20/7/2021;Sales;Travel;South;114583;124580;Bank Transfer;TXN101040
22/1/2023;Sales;Travel;South;71898;37105;Card;TXN101451
17/7/2021;Sales;Travel;South;142937;62846;Cash;TXN101504
29/8/2023;Sales;Travel;South;127177;149314;Bank Transfer;TXN101555
24/5/2022;Sales;Travel;South;65863;102229;Cash;TXN101673
9/2/2023;Sales;Travel;South;56666;120362;Bank Transfer;TXN101710
1/11/2022;Sales;Travel;South;19642;134337;Card;TXN101722
9/2/2023;Sales;Travel;South;20318;164420;Cash;TXN101951
25/11/2023;Sales;Travel;South;26238;157201;Cash;TXN102400
25/4/2022;Sales;Travel;South;77173;64167;Card;TXN102668
10/9/2023;Sales;Travel;South;49980;169496;Bank Transfer;TXN102868
28/3/2022;Sales;Travel;South;71065;131800;Bank Transfer;TXN103179
28/3/2023;Sales;Travel;South;97064;103821;Card;TXN103445
20/2/2022;Sales;Travel;South;142574;129071;Card;TXN103452
25/7/2022;Sales;Travel;South;125091;62162;UPI;TXN103522
31/8/2022;Sales;Travel;South;135807;163263;UPI;TXN103585
16/4/2022;Sales;Travel;South;13911;17958;Cash;TXN103875
26/5/2021;Sales;Travel;South;83205;103118;Card;TXN104073
12/1/2021;Sales;Travel;South;64199;80439;Cash;TXN104221
12/6/2021;Sales;Travel;South;53751;151216;Bank Transfer;TXN104290
9/5/2021;Sales;Travel;South;116639;88609;UPI;TXN104303
21/4/2021;Sales;Travel;South;74140;122541;UPI;TXN104445
7/6/2022;Sales;Travel;South;140579;101694;UPI;TXN104489
18/10/2021;Sales;Travel;South;76393;66771;Bank Transfer;TXN104947
12/7/2021;Sales;Travel;South;60362;87259;UPI;TXN105013
28/10/2023;Sales;Travel;South;98115;75500;Bank Transfer;TXN105593
17/12/2021;Sales;Travel;South;22167;100993;Card;TXN105881
12/9/2021;Sales;Travel;South;79049;168404;UPI;TXN105937
23/3/2023;Sales;Travel;South;74364;143204;Cash;TXN106173
31/3/2022;Sales;Travel;South;46492;10668;Cash;TXN106256
3/9/2022;Sales;Travel;South;82599;44022;UPI;TXN106341
1/4/2023;Sales;Travel;South;53995;82130;Card;TXN106381
14/7/2022;Sales;Travel;South;84696;139152;Bank Transfer;TXN106535
7/10/2021;Sales;Travel;South;76929;130315;Cash;TXN106590
20/11/2021;Sales;Travel;South;48025;113437;Cash;TXN106637
9/12/2022;Sales;Travel;South;10927;107089;Card;TXN106730
25/5/2023;Sales;Travel;South;65511;137465;Cash;TXN106931
30/10/2023;Sales;Travel;South;95547;75904;UPI;TXN107172
20/2/2022;Sales;Travel;South;83107;29249;Card;TXN107282
18/12/2022;Sales;Travel;South;126785;141767;UPI;TXN107354
17/4/2023;Sales;Travel;South;77647;166118;Bank Transfer;TXN107464
2/5/2021;Sales;Travel;South;147562;10944;Card;TXN107599
22/7/2021;Sales;Travel;South;147989;101064;Cash;TXN107641
22/7/2022;Sales;Travel;South;142853;30382;UPI;TXN107693
6/9/2023;Sales;Travel;South;77067;10965;UPI;TXN107818
25/2/2022;Sales;Travel;South;109238;26324;UPI;TXN108006
14/7/2021;Sales;Travel;South;41913;93392;Card;TXN108138
3/11/2021;Sales;Travel;South;57563;64627;Cash;TXN108302
17/9/2023;Sales;Travel;South;137481;141138;Bank Transfer;TXN108304
17/5/2021;Sales;Travel;South;132608;34033;UPI;TXN108792
9/3/2023;Sales;Travel;South;33892;62621;UPI;TXN108879
11/4/2022;Sales;Travel;South;61905;124803;Card;TXN108881
14/10/2022;Sales;Travel;South;72267;167702;Cash;TXN108894
14/7/2023;Sales;Travel;South;104845;131736;UPI;TXN109034
4/9/2022;Sales;Travel;South;121286;29108;Bank Transfer;TXN109121
5/12/2022;Sales;Travel;South;128489;15619;Cash;TXN109633
24/5/2023;Sales;Travel;South;96919;147038;Cash;TXN109715
9/10/2023;Sales;Travel;South;130525;53322;Bank Transfer;TXN109991
5/9/2022;Sales;Travel;South;60191;77111;Bank Transfer;TXN109995
3/6/2023;HR;Travel;South;50544;48955;Bank Transfer;TXN100159
30/4/2021;HR;Travel;South;67154;164388;Cash;TXN100320
11/5/2023;HR;Travel;South;113137;51882;Card;TXN100337
9/2/2022;HR;Travel;South;107925;19353;Bank Transfer;TXN100545
31/1/2022;HR;Travel;South;39817;147124;UPI;TXN100836
7/5/2021;HR;Travel;South;86567;90443;Card;TXN100848
16/9/2021;HR;Travel;South;97629;150700;Bank Transfer;TXN101164
25/3/2021;HR;Travel;South;147173;37264;Card;TXN101302
27/7/2021;HR;Travel;South;60723;55441;Cash;TXN101309
30/5/2022;HR;Travel;South;123283;120033;UPI;TXN101393
24/11/2022;HR;Travel;South;13197;138541;Bank Transfer;TXN101513
25/11/2021;HR;Travel;South;51689;53053;Card;TXN101936
31/7/2023;HR;Travel;South;77432;95680;Cash;TXN102051
11/9/2021;HR;Travel;South;44537;114333;Card;TXN102107
16/10/2021;HR;Travel;South;139742;16993;UPI;TXN102175
4/10/2021;HR;Travel;South;94266;53383;Card;TXN102205
29/7/2022;HR;Travel;South;108658;88824;Bank Transfer;TXN102274
9/3/2021;HR;Travel;South;127363;94770;UPI;TXN102390
30/6/2023;HR;Travel;South;35312;151223;Cash;TXN102566
30/4/2022;HR;Travel;South;147166;142504;Card;TXN102569
21/6/2023;HR;Travel;South;15478;32466;Bank Transfer;TXN103136
12/10/2023;HR;Travel;South;69000;163889;Bank Transfer;TXN103157
19/12/2023;HR;Travel;South;103057;65076;Card;TXN103172
24/7/2021;HR;Travel;South;17530;29425;Card;TXN103433
13/3/2021;HR;Travel;South;137066;18286;Cash;TXN103823
6/6/2022;HR;Travel;South;63826;56606;Bank Transfer;TXN104348
8/8/2021;HR;Travel;South;143870;69508;UPI;TXN104598
11/3/2022;HR;Travel;South;30410;104282;Cash;TXN104729
10/12/2023;HR;Travel;South;81949;21873;Bank Transfer;TXN104914
5/5/2021;HR;Travel;South;104074;48158;Bank Transfer;TXN104979
16/1/2023;HR;Travel;South;90224;131272;Card;TXN105251
29/3/2021;HR;Travel;South;19068;72843;Cash;TXN105396
15/7/2021;HR;Travel;South;31755;139439;Cash;TXN105680
19/11/2022;HR;Travel;South;97043;99509;Bank Transfer;TXN105767
2/8/2021;HR;Travel;South;99504;27096;Bank Transfer;TXN105844
10/3/2022;HR;Travel;South;90840;163790;Cash;TXN106072
19/11/2023;HR;Travel;South;149600;95659;Bank Transfer;TXN106108
22/5/2022;HR;Travel;South;15375;106474;Cash;TXN106404
22/9/2023;HR;Travel;South;28921;33240;Cash;TXN106438
22/6/2021;HR;Travel;South;138835;57605;Card;TXN106630
24/8/2021;HR;Travel;South;103737;73129;UPI;TXN106653
19/11/2021;HR;Travel;South;41709;29183;UPI;TXN106872
24/3/2021;HR;Travel;South;73332;49228;Bank Transfer;TXN106876
16/4/2022;HR;Travel;South;38360;83449;UPI;TXN107071
14/7/2022;HR;Travel;South;104358;33654;Cash;TXN107230
17/1/2023;HR;Travel;South;41636;53885;Bank Transfer;TXN107556
1/3/2021;HR;Travel;South;149284;83973;Card;TXN107659
26/7/2021;HR;Travel;South;106195;127188;UPI;TXN107674
11/11/2022;HR;Travel;South;16384;167958;UPI;TXN107802
